Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
10.00,1100.00,1.96,0.12,15.82,0.24,3472.50,0.00
10.00,1100.00,2.08,0.13,16.44,0.26,412.50,0.00
10.00,1100.00,2.25,0.12,19.38,0.26,418.75,0.00
10.00,1100.00,2.00,0.13,15.80,0.25,405.00,0.00
10.00,1100.00,2.12,0.13,16.31,0.28,416.25,0.00
10.00,1100.00,2.22,0.13,17.42,0.28,407.50,0.00
10.00,1100.00,2.28,0.13,18.07,0.29,408.75,0.00
10.00,1100.00,2.28,0.12,18.38,0.28,431.25,0.00
10.00,1100.00,2.09,0.12,17.03,0.26,421.25,0.00
10.00,1100.00,2.27,0.13,18.00,0.29,430.00,0.00
10.00,1150.00,2.08,0.12,17.15,0.25,4553.75,0.00
10.00,1150.00,2.13,0.13,16.70,0.27,435.00,0.00
10.00,1150.00,2.27,0.13,17.29,0.30,432.50,0.00
10.00,1150.00,2.19,0.13,16.37,0.29,405.00,0.00
10.00,1150.00,2.07,0.13,15.46,0.28,415.00,0.00
10.00,1150.00,2.32,0.12,18.90,0.28,406.25,0.00
10.00,1150.00,2.31,0.12,18.86,0.28,383.75,0.00
10.00,1150.00,2.26,0.13,17.51,0.29,401.25,0.00
10.00,1150.00,2.16,0.12,18.59,0.25,398.75,0.00
10.00,1150.00,2.32,0.12,19.29,0.28,413.75,0.00
10.00,1200.00,2.23,0.12,18.05,0.28,4587.50,0.00
10.00,1200.00,2.16,0.11,19.42,0.24,408.75,0.00
10.00,1200.00,1.98,0.11,17.44,0.23,395.00,0.00
10.00,1200.00,2.18,0.12,17.95,0.26,408.75,0.00
10.00,1200.00,2.24,0.12,19.28,0.26,412.50,0.00
10.00,1200.00,2.05,0.13,16.08,0.26,405.00,0.00
10.00,1200.00,2.22,0.12,17.96,0.28,396.25,0.00
10.00,1200.00,2.06,0.13,16.28,0.26,402.50,0.00
10.00,1200.00,2.24,0.11,19.90,0.25,412.50,0.00
10.00,1200.00,2.06,0.13,16.15,0.26,416.25,0.00
10.00,1250.00,1.33,0.08,17.10,0.10,3548.75,0.00
10.00,1250.00,1.43,0.09,16.59,0.12,287.50,0.00
10.00,1250.00,1.53,0.08,18.83,0.12,285.00,0.00
10.00,1250.00,1.33,0.08,15.88,0.11,301.25,0.00
10.00,1250.00,1.50,0.08,20.02,0.11,298.75,0.00
10.00,1250.00,1.35,0.08,16.39,0.11,280.00,0.00
10.00,1250.00,1.50,0.07,20.37,0.11,287.50,0.00
10.00,1250.00,1.47,0.07,20.58,0.10,308.75,0.00
10.00,1250.00,1.31,0.08,15.66,0.11,290.00,0.00
10.00,1250.00,1.55,0.09,17.99,0.13,283.75,0.00
10.00,1300.00,0.86,0.04,21.38,0.03,2761.25,0.00
