Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
9.00,1100.00,0.10,0.05,1.88,0.00,2486.25,0.00
9.00,1100.00,0.08,0.06,1.47,0.00,256.25,0.00
9.00,1100.00,1.08,0.05,20.02,0.06,242.50,0.00
9.00,1100.00,0.62,0.06,10.14,0.04,278.75,0.00
9.00,1100.00,0.00,0.06,0.00,0.00,240.00,0.00
9.00,1100.00,0.00,0.06,0.00,0.00,245.00,0.00
9.00,1100.00,0.00,0.06,0.00,0.00,251.25,0.00
9.00,1100.00,0.00,0.06,0.00,0.00,260.00,0.00
9.00,1100.00,0.08,0.05,1.41,0.00,235.00,0.00
9.00,1100.00,0.07,0.05,1.44,0.00,237.50,0.00
9.00,1150.00,1.05,0.10,10.41,0.11,3323.75,0.00
9.00,1150.00,0.18,0.09,2.01,0.02,336.25,0.00
9.00,1150.00,0.00,0.09,0.00,0.00,331.25,0.00
9.00,1150.00,0.00,0.10,0.00,0.00,345.00,0.00
9.00,1150.00,0.00,0.09,0.00,0.00,313.75,0.00
9.00,1150.00,0.00,0.09,0.00,0.00,338.75,0.00
9.00,1150.00,0.10,0.10,1.06,0.01,317.50,0.00
9.00,1150.00,0.07,0.09,0.75,0.01,326.25,0.00
9.00,1150.00,1.05,0.10,10.36,0.11,341.25,0.00
9.00,1150.00,0.51,0.09,5.64,0.05,346.25,0.00
9.00,1200.00,0.00,0.10,0.00,0.00,3682.50,0.00
9.00,1200.00,0.00,0.10,0.00,0.00,317.50,0.00
9.00,1200.00,0.00,0.11,0.00,0.00,345.00,0.00
9.00,1200.00,0.00,0.11,0.00,0.00,342.50,0.00
9.00,1200.00,0.12,0.10,1.19,0.01,350.00,0.00
9.00,1200.00,0.09,0.09,0.92,0.01,332.50,0.00
9.00,1200.00,1.07,0.09,11.53,0.10,351.25,0.00
9.00,1200.00,0.27,0.10,2.60,0.03,332.50,0.00
9.00,1200.00,0.00,0.09,0.00,0.00,352.50,0.00
9.00,1200.00,0.00,0.09,0.00,0.00,346.25,0.00
