Windspeeds, Voltages, Currents, Resistances, Powers, RPMs, Pitches, Load settings
8.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8.00 ,0.00 ,245973985502418000000000000000000.00 ,0.00 ,2612623703842300000000000000.00 ,0.00 ,0.00 ,0.00 
8.00 ,0.00 ,77150947485376200000000000000000.00 ,0.00 ,42.13 ,0.00 ,3492290560.00 ,3527759616.00 
8.00 ,793954074270445000000.00 ,0.00 ,851474019954420000000000.00 ,740319795176349000.00 ,823045216800933000000.00 ,14170488832.00 ,12.40 
8.00 ,14293.08 ,216325.19 ,0.07 ,3091953439.11 ,3477233408.00 ,0.00 ,221346827075584.00 
8.00 ,14297296329877200000000000000000000.00 ,0.00 ,2100081156868770000000000000000000000000000000000000000000000000000.00 ,97.34 ,67422187560263100000000.00 ,3376691712.00 ,1098312353746840000000000000.00 
8.00 ,0.00 ,0.00 ,0.00 ,0.00 ,667576231046222000000000000.00 ,0.00 ,211880167121756000000000.00 
8.00 ,0.00 ,832802389548866000000000000.00 ,0.00 ,35620081983814700000000.00 ,0.00 ,0.00 ,667579920395037000000000000.00 
8.00 ,0.00 ,0.00 ,1326952.42 ,0.00 ,0.00 ,832651200034437000000000000.00 ,0.00 
8.00 ,0.00 ,16634184835281300000000.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
8.00 ,0.00 ,0.00 ,1077.93 ,0.00 ,667576157259246000000000000.00 ,0.00 ,0.00 
8.00 ,0.00 ,832651200034437000000000000.00 ,0.00 ,11285213959621200000000.00 ,0.00 ,67942204698436700000000.00 ,40745633081491200000000.00 
8.00 ,78681082148583000000000000000000000.00 ,0.00 ,340399909139744000000000000000000000000000.00 ,18186587369300900000000000000.00 ,0.00 ,0.00 ,12.89 
8.00 ,0.00 ,18887699690856100000000000000000.00 ,0.00 ,2819123583049.84 ,12123033031623700000000000.00 ,18467236100532400000000000.00 ,303000838351893000000000000000000000.00 
8.00 ,0.00 ,72019686022538300000000000000000.00 ,0.00 ,38.70 ,75632160717789300000000000000.00 ,18470203203681300000000000000000.00 ,0.00 
8.00 ,309798846964117000000000000000000.00 ,4742887091963230000000000000000.00 ,65.32 ,1469340952371200000000000000000000000000000000000000000000000000.00 ,18061389523974400000000000000.00 ,18439085216154400000000000.00 ,0.00 
8.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,0.67 ,853078814493268000000000000000000000000000000000.00 ,18439085216154400000000000.00 ,0.00 ,757707578874993000000000.00 
8.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.06 ,20759978380963900000000000000000000000000000000000.00 ,0.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 
8.00 ,18439085216154400000000000.00 ,0.00 ,89807637238535300000000000000000000000000000.00 ,3785868.04 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 
8.00 ,0.00 ,757707578874993000000000.00 ,0.00 ,155570.67 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.00 
8.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,0.67 ,853078814493268000000000000000000000000000000000.00 ,18439085216154400000000000.00 ,0.00 ,757707578874993000000000.00 
8.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.06 ,20759978380963900000000000000000000000000000000000.00 ,0.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 
8.00 ,18439085216154400000000000.00 ,0.00 ,89807637238535300000000000000000000000000000.00 ,3785868.04 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 
8.00 ,0.00 ,757707578874993000000000.00 ,0.00 ,155570.67 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.00 
8.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,0.67 ,853078814493268000000000000000000000000000000000.00 ,18439085216154400000000000.00 ,0.00 ,757707578874993000000000.00 
8.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.06 ,20759978380963900000000000000000000000000000000000.00 ,0.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 
8.00 ,18439085216154400000000000.00 ,0.00 ,89807637238535300000000000000000000000000000.00 ,3785868.04 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 
8.00 ,0.00 ,757707578874993000000000.00 ,0.00 ,155570.67 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.00 
8.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,0.67 ,853078814493268000000000000000000000000000000000.00 ,18439085216154400000000000.00 ,0.00 ,757707578874993000000000.00 
8.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.06 ,20759978380963900000000000000000000000000000000000.00 ,0.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 
8.00 ,18439085216154400000000000.00 ,0.00 ,89807637238535300000000000000000000000000000.00 ,3785868.04 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 
8.00 ,0.00 ,757707578874993000000000.00 ,0.00 ,155570.67 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.00 
8.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,0.67 ,853078814493268000000000000000000000000000000000.00 ,18439085216154400000000000.00 ,0.00 ,757707578874993000000000.00 
8.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.06 ,20759978380963900000000000000000000000000000000000.00 ,0.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 
8.00 ,18439085216154400000000000.00 ,0.00 ,89807637238535300000000000000000000000000000.00 ,3785868.04 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 
8.00 ,0.00 ,757707578874993000000000.00 ,0.00 ,155570.67 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.00 
8.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,0.67 ,853078814493268000000000000000000000000000000000.00 ,18439085216154400000000000.00 ,0.00 ,757707578874993000000000.00 
8.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.06 ,20759978380963900000000000000000000000000000000000.00 ,0.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 
8.00 ,18439085216154400000000000.00 ,0.00 ,89807637238535300000000000000000000000000000.00 ,3785868.04 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 
8.00 ,0.00 ,757707578874993000000000.00 ,0.00 ,155570.67 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.00 
8.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 ,0.67 ,853078814493268000000000000000000000000000000000.00 ,18439085216154400000000000.00 ,0.00 ,757707578874993000000000.00 
8.00 ,1125868129443650000000000.00 ,18439085216154400000000000.00 ,0.06 ,20759978380963900000000000000000000000000000000000.00 ,0.00 ,757707578874993000000000.00 ,1125868129443650000000000.00 
