Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
200.00,1100.00,0.00,0.00,0.00,0.00,9387.50,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,142.50,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,95.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,90.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,25.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,5.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,2.50,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1100.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
200.00,1150.00,0.00,-0.00,-0.00,0.00,0.00,0.00
