Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
1.300000000000000000e+01,1.100000000000000000e+03,3.875000029802322388e-02,2.837499976158142090e-01,1.365638788497511302e-01,1.099531249217688966e-02,5.537500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.100000000000000000e+03,4.874999821186065674e-02,3.137499988079071045e-01,1.553784809468884143e-01,1.529531188085675453e-02,6.225000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.100000000000000000e+03,4.874999821186065674e-02,3.662500083446502686e-01,1.331057941328037120e-01,1.785468725189565120e-02,6.850000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.100000000000000000e+03,4.749999940395355225e-02,3.675000071525573730e-01,1.292516965427847053e-01,1.745625012069940141e-02,6.712500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.100000000000000000e+03,5.249999836087226868e-02,3.362500071525573730e-01,1.561338208003454631e-01,1.765312482435255070e-02,6.700000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.100000000000000000e+03,4.749999940395355225e-02,3.312500119209289551e-01,1.433962194552072800e-01,1.573437536880373244e-02,7.012500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.100000000000000000e+03,4.874999821186065674e-02,3.262499868869781494e-01,1.494252878813110141e-01,1.590468627735974749e-02,6.662500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.100000000000000000e+03,4.874999821186065674e-02,3.100000023841857910e-01,1.572580575384781576e-01,1.511249956190585664e-02,6.537500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.100000000000000000e+03,5.000000074505805969e-02,3.149999976158142090e-01,1.587301622968262105e-01,1.575000011548399748e-02,6.662500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,4.749999940395355225e-02,3.325000107288360596e-01,1.428571364549255929e-01,1.579375031143426256e-02,6.800000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,4.749999940395355225e-02,3.562499880790710449e-01,1.333333361218548285e-01,1.692187422141433473e-02,6.575000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,5.000000074505805969e-02,3.887499868869781494e-01,1.286173695990236454e-01,1.943749963399021841e-02,6.475000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,5.750000104308128357e-02,3.849999904632568359e-01,1.493506557594808659e-01,2.213749985322355229e-02,7.000000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,5.750000104308128357e-02,4.262500107288360596e-01,1.348973597555181703e-01,2.450937606152148174e-02,7.400000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,5.874999985098838806e-02,4.162499904632568359e-01,1.411411440168534037e-01,2.445468687769025706e-02,7.325000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,6.125000119209289551e-02,4.112499952316284180e-01,1.489361748383608852e-01,2.518906269818543819e-02,7.787500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,6.374999880790710449e-02,4.237500131130218506e-01,1.504424704074376340e-01,2.701406283080576287e-02,7.637500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,6.125000119209289551e-02,4.174999892711639404e-01,1.467065934516979253e-01,2.557187484055756244e-02,7.637500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.150000000000000000e+03,5.999999865889549255e-02,4.350000023841857910e-01,1.379310306437753764e-01,2.609999955967068352e-02,7.587500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,6.250000000000000000e-02,4.287500083446502686e-01,1.457725919150523741e-01,2.679687552154064178e-02,7.650000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,5.750000104308128357e-02,4.399999976158142090e-01,1.306818212605705132e-01,2.530000032186507930e-02,7.275000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,5.999999865889549255e-02,3.862499892711639404e-01,1.553398066679891609e-01,2.317499883826823481e-02,7.350000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,5.375000089406967163e-02,4.025000035762786865e-01,1.335403737055703699e-01,2.163437555208802543e-02,7.362500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,5.249999836087226868e-02,3.899999856948852539e-01,1.346153853501559083e-01,2.047499860972168406e-02,7.250000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,5.124999955296516418e-02,3.912500143051147461e-01,1.309904094035330979e-01,2.005156305823474483e-02,6.975000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,5.249999836087226868e-02,3.737500011920928955e-01,1.404682225910932336e-01,1.962187444996088548e-02,7.000000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,5.124999955296516418e-02,3.824999928474426270e-01,1.339869294413447431e-01,1.960312446244061313e-02,7.050000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,5.000000074505805969e-02,3.662500083446502686e-01,1.365187702548987525e-01,1.831250069011003401e-02,6.750000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.200000000000000000e+03,5.124999955296516418e-02,3.537499904632568359e-01,1.448763277303561636e-01,1.812968685310334394e-02,6.737500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,5.375000089406967163e-02,3.400000035762786865e-01,1.580882362608884706e-01,1.827500049620867095e-02,6.775000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,4.625000059604644775e-02,3.412500023841857910e-01,1.355311363308865646e-01,1.578281281366944455e-02,6.775000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,4.250000044703483582e-02,2.937499880790710449e-01,1.446808584570725698e-01,1.248437462467699710e-02,6.500000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,3.875000029802322388e-02,2.849999964237213135e-01,1.359649150325321076e-01,1.104374994635581864e-02,5.737500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,3.500000014901161194e-02,2.762500047683715820e-01,1.266968309316707508e-01,9.668750208057463880e-03,5.825000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,3.624999895691871643e-02,2.762500047683715820e-01,1.312217134161260679e-01,1.001406238470226029e-02,5.450000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,3.624999895691871643e-02,2.737500071525573730e-01,1.324200840539779545e-01,9.923437473736695935e-03,5.750000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,3.999999910593032837e-02,2.399999946355819702e-01,1.666666666666666574e-01,9.599999570846562413e-03,5.300000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,3.875000029802322388e-02,2.399999946355819702e-01,1.614583381839718446e-01,9.299999863654373478e-03,5.625000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.250000000000000000e+03,3.750000149011611938e-02,2.387499958276748657e-01,1.570680718134248588e-01,8.953125199303024750e-03,5.500000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,3.750000149011611938e-02,2.675000131130218506e-01,1.401869145863254007e-01,1.003125089034440087e-02,5.450000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,3.249999880790710449e-02,2.224999964237213135e-01,1.460674127203814843e-01,7.231249618530277701e-03,5.575000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,3.249999880790710449e-02,1.949999928474426270e-01,1.666666666666666574e-01,6.337499535083779278e-03,5.012500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,3.249999880790710449e-02,1.749999970197677612e-01,1.857142820650216908e-01,5.687499694526199079e-03,4.887500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,2.999999932944774628e-02,1.800000071525573730e-01,1.666666563186384731e-01,5.400000093877310725e-03,4.337500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,3.125000000000000000e-02,1.837500035762786865e-01,1.700680239008944272e-01,5.742187611758708954e-03,4.687500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,2.999999932944774628e-02,1.737499982118606567e-01,1.726618684212444799e-01,5.212499829847366817e-03,4.587500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,2.624999918043613434e-02,1.912499964237213135e-01,1.372549002420805631e-01,5.020312249381098102e-03,4.625000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,2.624999918043613434e-02,1.949999928474426270e-01,1.346153853501559083e-01,5.118749652430421015e-03,4.400000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.300000000000000000e+03,2.624999918043613434e-02,1.937499940395355225e-01,1.354838709057183677e-01,5.085937184747313378e-03,4.712500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,2.875000052154064178e-02,1.962500065565109253e-01,1.464968130498480736e-01,5.642187790852043472e-03,4.725000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,2.250000089406967163e-02,1.599999964237213135e-01,1.406250087311493313e-01,3.600000062584873817e-03,4.387500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,1.999999955296516418e-02,1.287499964237213135e-01,1.553398066679891609e-01,2.574999870918692757e-03,3.875000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,1.999999955296516418e-02,1.112499982118606567e-01,1.797752797701430427e-01,2.224999914504588450e-03,3.575000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,1.750000007450580597e-02,1.162500008940696716e-01,1.505376338917391310e-01,2.034375024307519264e-03,3.587500000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,1.999999955296516418e-02,9.624999761581420898e-02,2.077922082948612525e-01,1.924999909289182298e-03,3.525000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,1.875000074505805969e-02,1.087500005960464478e-01,1.724137990095763462e-01,2.039062592200935331e-03,3.675000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,1.750000007450580597e-02,9.749999642372131348e-02,1.794871868348923705e-01,1.706249944679438801e-03,3.750000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,1.750000007450580597e-02,1.099999994039535522e-01,1.590909106302852427e-01,1.924999997764825777e-03,3.475000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.350000000000000000e+03,1.875000074505805969e-02,8.874999731779098511e-02,2.112676204137687308e-01,1.664062515832481770e-03,3.475000000000000000e+02,0.000000000000000000e+00
1.300000000000000000e+01,1.400000000000000000e+03,1.999999955296516418e-02,8.874999731779098511e-02,2.253521144496522521e-01,1.774999906681479223e-03,3.600000000000000000e+02,0.000000000000000000e+00
