Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
1.200000000000000000e+01,1.100000000000000000e+03,3.749999916180968285e-03,-2.499999944120645523e-03,-1.500000000000000000e+00,-9.374999580904846107e-06,5.625000000000000000e+01,0.000000000000000000e+00
1.200000000000000000e+01,1.100000000000000000e+03,4.999999888241291046e-03,6.250000093132257462e-03,7.999999701976781008e-01,3.124999976716934594e-05,2.025000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.100000000000000000e+03,1.374999992549419403e-02,7.249999791383743286e-02,1.896551768433893115e-01,9.968749659135939245e-04,3.312500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.100000000000000000e+03,1.999999955296516418e-02,1.299999952316284180e-01,1.538461560504677250e-01,2.599999846518041835e-03,3.800000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.100000000000000000e+03,2.749999985098838806e-02,1.724999994039535522e-01,1.594202895420886168e-01,4.743749957904219716e-03,4.225000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.100000000000000000e+03,3.624999895691871643e-02,2.275000065565109253e-01,1.593406501635165062e-01,8.246875000372522191e-03,4.987500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.100000000000000000e+03,3.624999895691871643e-02,2.725000083446502686e-01,1.330275150343142310e-01,9.878125018253913758e-03,5.662500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.100000000000000000e+03,3.750000149011611938e-02,2.775000035762786865e-01,1.351351387633701051e-01,1.040625054761767920e-02,5.737500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.100000000000000000e+03,3.750000149011611938e-02,2.637499868869781494e-01,1.421801075053155394e-01,9.890624901279787551e-03,5.612500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,3.750000149011611938e-02,2.399999946355819702e-01,1.562500097012770317e-01,9.000000156462184542e-03,5.587500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,3.999999910593032837e-02,2.662500143051147461e-01,1.502347303541982093e-01,1.065000033415852698e-02,5.337500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,3.999999910593032837e-02,2.737500071525573730e-01,1.461187143773802488e-01,1.095000004135071592e-02,5.812500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,4.250000044703483582e-02,2.962499856948852539e-01,1.434599240480861071e-01,1.259062452446668701e-02,6.112500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,4.374999925494194031e-02,3.237499892711639404e-01,1.351351373120762145e-01,1.416406178940088356e-02,6.462500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,4.749999940395355225e-02,3.062500059604644775e-01,1.551020358513416353e-01,1.454687510058283451e-02,6.537500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,4.500000178813934326e-02,3.312500119209289551e-01,1.358490571130336055e-01,1.490625112876298175e-02,6.800000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,4.500000178813934326e-02,3.487499952316284180e-01,1.290322649560232959e-01,1.569375040903686624e-02,6.975000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,5.124999955296516418e-02,3.162499964237213135e-01,1.620553363874156771e-01,1.620781217534095209e-02,6.537500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.150000000000000000e+03,4.625000059604644775e-02,3.474999964237213135e-01,1.330935282648230134e-01,1.607187504172324921e-02,6.650000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.625000059604644775e-02,3.437500000000000000e-01,1.345454562794078379e-01,1.589843770489096642e-02,6.512500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.625000059604644775e-02,3.412500023841857910e-01,1.355311363308865646e-01,1.578281281366944455e-02,6.287500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.374999925494194031e-02,3.174999952316284180e-01,1.377952753133890318e-01,1.389062455482781289e-02,6.312500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.125000163912773132e-02,3.025000095367431641e-01,1.363636374831826148e-01,1.247812588922680987e-02,6.175000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.374999925494194031e-02,2.762500047683715820e-01,1.583710352932850562e-01,1.208593750279396417e-02,6.012500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.374999925494194031e-02,2.662500143051147461e-01,1.643192371993855427e-01,1.164843792747705109e-02,5.800000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.125000163912773132e-02,2.962499856948852539e-01,1.392405185855842276e-01,1.222031239550558368e-02,5.700000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.374999925494194031e-02,2.624999880790710449e-01,1.666666713971942382e-01,1.148437428288162643e-02,5.637500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.374999925494194031e-02,2.675000131130218506e-01,1.635513910665008508e-01,1.170312537439166523e-02,5.825000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.200000000000000000e+03,4.250000044703483582e-02,2.887499928474426270e-01,1.471861523802328597e-01,1.227187482509761729e-02,5.700000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.250000000000000000e+03,4.250000044703483582e-02,2.924999892711639404e-01,1.452991521570106692e-01,1.243124967478215215e-02,5.875000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.250000000000000000e+03,3.750000149011611938e-02,2.487500011920928955e-01,1.507537741121753316e-01,9.328125415369870055e-03,5.562500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.250000000000000000e+03,3.500000014901161194e-02,2.237499952316284180e-01,1.564245850051493025e-01,7.831249866448342090e-03,5.362500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.250000000000000000e+03,2.624999918043613434e-02,2.325000017881393433e-01,1.129032214131158868e-01,6.103124856390057529e-03,5.225000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.250000000000000000e+03,3.249999880790710449e-02,2.162500023841857910e-01,1.502890101715153026e-01,7.028124819695946712e-03,5.125000000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.250000000000000000e+03,2.624999918043613434e-02,2.150000035762786865e-01,1.220930174130115259e-01,5.643749917671081473e-03,4.987500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.250000000000000000e+03,3.125000000000000000e-02,1.975000053644180298e-01,1.582278438035427948e-01,6.171875167638063431e-03,5.212500000000000000e+02,0.000000000000000000e+00
1.200000000000000000e+01,1.250000000000000000e+03,2.999999932944774628e-02,2.099999934434890747e-01,1.428571441242484363e-01,6.299999662488703356e-03,4.975000000000000000e+02,0.000000000000000000e+00
