Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
8,1200,3.47,0.35,10.02,1.2,17075,0
8,1200,3.5,0.34,10.13,1.2,822.5,0
8,1200,3.48,0.35,10.01,1.22,867.5,0
8,1200,3.48,0.34,10.1,1.2,822.5,0
8,1200,3.49,0.35,10.08,1.2,860,0
8,1200,3.5,0.35,10.04,1.23,825,0
8,1200,3.48,0.34,10.08,1.19,855,0
8,1200,3.51,0.35,10.07,1.22,840,0
8,1200,3.49,0.34,10.11,1.2,882.5,0
8,1200,3.52,0.35,10.14,1.23,870,0
8,1200,3.49,0.35,10.01,1.2,875,0
8,1200,3.48,0.34,10.09,1.2,827.5,0
8,1200,3.5,0.35,10.03,1.22,840,0
8,1200,3.49,0.35,10.07,1.22,857.5,0
8,1200,3.5,0.35,10.08,1.22,870,0
8,1200,3.48,0.35,10.03,1.2,862.5,0
8,1200,3.5,0.35,10.08,1.22,885,0
8,1200,3.47,0.34,10.05,1.19,862.5,0
8,1200,3.51,0.35,10.07,1.22,837.5,0
