Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
1.100000000000000000e+01,1.100000000000000000e+03,0.000000000000000000e+00,-2.499999944120645523e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,3.875000000000000000e+01,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,0.000000000000000000e+00,-1.249999972060322762e-03,-0.000000000000000000e+00,-0.000000000000000000e+00,1.700000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,7.499999832361936569e-03,6.499999761581420898e-02,1.153846170378507868e-01,4.874999712221328441e-04,2.250000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,1.125000044703483582e-02,1.199999973177909851e-01,9.375000582076621625e-02,1.350000023469327681e-03,2.837500000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,2.125000022351741791e-02,2.037499994039535522e-01,1.042944799297264857e-01,4.329687532875686751e-03,3.375000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,2.999999932944774628e-02,2.624999880790710449e-01,1.142857169212939394e-01,7.874999466352172739e-03,4.737500000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,3.249999880790710449e-02,3.549999892711639404e-01,9.154929518344924466e-02,1.153749922811986295e-02,5.362500000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,3.750000149011611938e-02,3.612500131130218506e-01,1.038062287305267090e-01,1.354687603004278706e-02,6.312500000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,3.624999895691871643e-02,3.362500071525573730e-01,1.078066860544987654e-01,1.218906240854411571e-02,5.937500000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,3.500000014901161194e-02,3.425000011920928955e-01,1.021897811012902196e-01,1.198750009275972861e-02,5.825000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,3.500000014901161194e-02,3.087500035762786865e-01,1.133603230562056779e-01,1.080625017117708975e-02,5.675000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,3.125000000000000000e-02,3.274999856948852539e-01,9.541985149615854478e-02,1.023437455296516418e-02,5.350000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,3.624999895691871643e-02,2.912499904632568359e-01,1.244635198073659743e-01,1.055781185049564641e-02,5.312500000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,2.875000052154064178e-02,2.787500023841857910e-01,1.031390144417509147e-01,8.014062713924796633e-03,5.225000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,2.875000052154064178e-02,2.837499976158142090e-01,1.013215885924586140e-01,8.157812579441814371e-03,4.975000000000000000e+02,0.000000000000000000e+00
1.100000000000000000e+01,1.100000000000000000e+03,2.500000037252902985e-02,2.824999988079071045e-01,8.849557691335921406e-02,7.062500075437128100e-03,4.575000000000000000e+02,0.000000000000000000e+00
