Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
5.00,1100.00,0.21,0.01,27.83,0.00,2980.00,0.00
5.00,1100.00,0.37,0.01,36.88,0.00,377.50,0.00
5.00,1100.00,0.57,0.02,34.92,0.01,437.50,0.00
5.00,1100.00,0.71,0.02,31.72,0.01,437.50,0.00
5.00,1100.00,0.94,0.03,37.50,0.03,487.50,0.00
5.00,1100.00,1.00,0.03,31.92,0.03,457.50,0.00
5.00,1100.00,1.23,0.04,35.00,0.04,467.50,0.00
5.00,1100.00,1.37,0.04,33.30,0.05,547.50,0.00
5.00,1100.00,1.55,0.05,32.66,0.08,565.00,0.00
5.00,1100.00,1.70,0.05,33.22,0.09,587.50,0.00
5.00,1100.00,1.79,0.06,30.55,0.10,607.50,0.00
5.00,1100.00,1.92,0.07,27.45,0.13,607.50,0.00
5.00,1100.00,2.15,0.07,29.62,0.14,652.50,0.00
5.00,1100.00,2.21,0.08,27.18,0.19,640.00,0.00
5.00,1100.00,2.33,0.08,28.24,0.19,687.50,0.00
5.00,1100.00,2.51,0.09,28.70,0.24,692.50,0.00
5.00,1100.00,2.57,0.09,27.73,0.24,730.00,0.00
5.00,1100.00,2.83,0.10,28.68,0.28,697.50,0.00
5.00,1100.00,2.94,0.10,27.99,0.29,755.00,0.00
5.00,1100.00,2.94,0.11,27.34,0.31,695.00,0.00
5.00,1150.00,3.90,0.14,27.13,0.55,902.50,0.00
5.00,1150.00,3.81,0.14,26.96,0.55,912.50,0.00
5.00,1150.00,3.91,0.14,27.90,0.55,907.50,0.00
5.00,1150.00,3.95,0.14,27.49,0.56,905.00,0.00
5.00,1150.00,3.88,0.14,27.94,0.54,930.00,0.00
5.00,1150.00,3.93,0.14,27.61,0.56,945.00,0.00
5.00,1150.00,3.94,0.14,27.42,0.56,892.50,0.00
5.00,1150.00,3.91,0.14,27.90,0.55,902.50,0.00
5.00,1150.00,3.93,0.14,27.59,0.56,940.00,0.00
5.00,1150.00,3.93,0.14,27.32,0.56,885.00,0.00
5.00,1150.00,3.85,0.14,27.04,0.55,905.00,0.00
5.00,1150.00,3.90,0.14,27.37,0.55,892.50,0.00
5.00,1150.00,3.95,0.14,27.51,0.56,887.50,0.00
5.00,1150.00,3.83,0.14,27.14,0.54,912.50,0.00
5.00,1150.00,3.90,0.14,27.39,0.55,872.50,0.00
