Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
5.00,1100.00,4.41,0.08,57.89,0.33,19140.00,0.00
5.00,1100.00,4.28,0.08,57.07,0.33,960.00,0.00
5.00,1100.00,4.35,0.08,57.02,0.33,957.50,0.00
5.00,1100.00,4.31,0.08,55.65,0.35,965.00,0.00
5.00,1100.00,4.31,0.08,56.49,0.33,945.00,0.00
5.00,1100.00,4.34,0.08,57.87,0.32,955.00,0.00
5.00,1100.00,4.34,0.08,56.85,0.33,942.50,0.00
5.00,1100.00,4.30,0.07,58.24,0.32,985.00,0.00
5.00,1100.00,4.37,0.08,56.39,0.35,1000.00,0.00
5.00,1100.00,4.34,0.07,58.85,0.32,947.50,0.00
5.00,1100.00,4.41,0.08,57.77,0.33,970.00,0.00
5.00,1100.00,4.35,0.08,56.16,0.33,970.00,0.00
5.00,1100.00,4.35,0.08,58.02,0.32,980.00,0.00
5.00,1100.00,4.26,0.08,55.80,0.33,982.50,0.00
5.00,1100.00,4.28,0.08,56.18,0.33,952.50,0.00
5.00,1100.00,4.39,0.08,58.58,0.35,947.50,0.00
5.00,1100.00,4.38,0.08,56.50,0.33,972.50,0.00
5.00,1100.00,4.39,0.08,57.59,0.33,935.00,0.00
5.00,1100.00,4.34,0.08,56.90,0.32,1015.00,0.00
5.00,1100.00,4.39,0.08,57.51,0.33,972.50,0.00
5.00,1150.00,3.89,0.07,57.69,0.26,907.50,0.00
5.00,1150.00,3.91,0.07,59.08,0.26,897.50,0.00
5.00,1150.00,3.86,0.06,59.35,0.26,895.00,0.00
5.00,1150.00,3.85,0.07,58.13,0.26,827.50,0.00
5.00,1150.00,3.87,0.07,58.42,0.26,887.50,0.00
5.00,1150.00,3.85,0.07,58.08,0.26,837.50,0.00
5.00,1150.00,3.81,0.06,58.58,0.26,905.00,0.00
5.00,1150.00,3.92,0.07,58.02,0.27,855.00,0.00
5.00,1150.00,3.86,0.06,60.59,0.26,855.00,0.00
5.00,1150.00,3.87,0.07,58.43,0.26,855.00,0.00
5.00,1150.00,3.83,0.06,58.98,0.26,852.50,0.00
5.00,1150.00,3.89,0.07,58.72,0.26,877.50,0.00
5.00,1150.00,3.84,0.06,59.08,0.26,875.00,0.00
5.00,1150.00,3.95,0.07,59.68,0.27,867.50,0.00
5.00,1150.00,3.85,0.06,59.17,0.26,887.50,0.00
5.00,1150.00,3.89,0.06,59.81,0.26,895.00,0.00
5.00,1150.00,3.85,0.06,59.15,0.26,892.50,0.00
5.00,1150.00,3.94,0.06,60.56,0.27,922.50,0.00
5.00,1150.00,3.83,0.06,58.90,0.26,890.00,0.00
5.00,1200.00,2.46,0.04,65.60,0.09,675.00,0.00
5.00,1200.00,2.44,0.04,63.10,0.09,700.00,0.00
5.00,1200.00,2.49,0.04,66.40,0.09,710.00,0.00
5.00,1200.00,2.32,0.04,61.77,0.09,717.50,0.00
5.00,1200.00,2.47,0.04,68.10,0.09,675.00,0.00
5.00,1200.00,2.28,0.04,62.79,0.09,657.50,0.00
5.00,1200.00,2.31,0.04,66.04,0.09,685.00,0.00
5.00,1200.00,2.28,0.04,60.67,0.09,682.50,0.00
5.00,1200.00,2.35,0.04,62.73,0.08,680.00,0.00
5.00,1200.00,2.27,0.04,56.63,0.09,632.50,0.00
5.00,1200.00,2.27,0.04,62.72,0.09,660.00,0.00
5.00,1200.00,2.28,0.04,65.00,0.09,692.50,0.00
5.00,1200.00,2.24,0.04,61.69,0.09,700.00,0.00
5.00,1200.00,2.42,0.04,64.47,0.09,675.00,0.00
