Windspeed (m/s), Pitch, Voltage (V), Current (A), Resistance (ohm), Power (W), RPM, Load Setting
12.00,1100.00,3.45,0.09,37.78,0.32,8762.50,0.00
12.00,1100.00,3.46,0.09,37.90,0.32,12347.50,0.00
12.00,1100.00,3.44,0.09,38.26,0.31,23000.00,0.00
12.00,1100.00,3.44,0.09,36.75,0.32,13515.00,0.00
12.00,1100.00,3.44,0.09,37.24,0.32,9452.50,0.00
12.00,1100.00,3.44,0.09,37.23,0.32,777.50,0.00
12.00,1100.00,3.46,0.09,37.96,0.32,21097.50,0.00
12.00,1100.00,3.44,0.09,38.21,0.31,16187.50,0.00
12.00,1100.00,3.46,0.09,37.38,0.32,8670.00,0.00
12.00,1100.00,3.45,0.09,37.77,0.32,25890.00,0.00
12.00,1100.00,3.45,0.09,38.36,0.31,25170.00,0.00
12.00,1100.00,3.46,0.09,37.88,0.32,22715.00,0.00
12.00,1100.00,3.45,0.09,36.36,0.32,24607.50,0.00
12.00,1100.00,3.45,0.09,36.79,0.32,23080.00,0.00
12.00,1100.00,3.45,0.09,36.81,0.32,24427.50,0.00
12.00,1100.00,3.44,0.09,37.74,0.31,24335.00,0.00
12.00,1100.00,3.44,0.09,37.24,0.32,1585.00,0.00
12.00,1100.00,3.44,0.09,37.22,0.32,0.00,0.00
12.00,1100.00,3.45,0.09,37.85,0.32,0.00,0.00
12.00,1100.00,3.43,0.09,37.64,0.32,0.00,0.00
12.00,1150.00,3.44,0.09,37.71,0.32,22797.50,0.00
12.00,1150.00,3.46,0.09,37.39,0.32,23845.00,0.00
12.00,1150.00,3.45,0.09,38.29,0.31,25367.50,0.00
12.00,1150.00,3.44,0.09,37.20,0.32,27710.00,0.00
12.00,1150.00,3.44,0.09,37.68,0.32,22385.00,0.00
12.00,1150.00,3.45,0.09,36.79,0.32,22160.00,0.00
12.00,1150.00,3.45,0.09,37.27,0.32,23847.50,0.00
12.00,1150.00,3.46,0.09,37.90,0.32,21927.50,0.00
12.00,1150.00,3.46,0.09,37.92,0.32,25605.00,0.00
12.00,1150.00,3.44,0.09,37.20,0.32,26120.00,0.00
12.00,1150.00,3.46,0.09,37.41,0.32,25615.00,0.00
